series_name,include_main_mod,uvmod_break_found,uvmod_break_date,uvmod_mu1,uvmod_mu2,uvmod_delta,uvmod_ratio_break,uvmod_pct_change_break,uvmod_ssr_nobreak,uvmod_ssr_best,uvmod_ssr_gain_pct,uvmod_supw_found,uvmod_supw_stat,uvmod_supw_hac_lag,uvmod_supw_break_date,uvmod_supw_mu1,uvmod_supw_mu2,uvmod_supw_ratio,uvmod_supw_pct_change,uvmod_hansen_pval,uvmod_hansen_sig5
NONREVSL,1,1,01-Sep-2011,0.00512276169188428,0.00325866305110761,-0.00186409864077667,0.636114511489015,-36.3885488510985,0.0263026464325106,0.0260220511853001,1.06679473463067,1,1.91975634268861,5,01-Sep-2011,0.00512276169188428,0.00325866305110761,0.636114511489015,-36.3885488510985,0.808957706963588,0
CONSPI,1,1,01-Feb-2020,0.758188112114315,2.79317864264735,2.03499053053304,3.68401798711692,268.401798711692,3183.88339281622,2956.62939513904,7.13763569953378,1,3.85963002448428,5,01-Nov-2004,0.610239896704705,1.36274803476805,2.23313493943429,123.313493943429,0.399896959300547,0
S&P 500,1,1,01-Aug-2011,0.0381650560200105,0.0296143787271118,-0.0085506772928987,0.77595533232244,-22.404466767756,0.364021926520322,0.358106209890565,1.62509898409297,1,4.17350041099108,5,01-Jun-2003,0.0424253908404806,0.0318575827654833,0.750908409665989,-24.9091590334011,0.352266267323956,0
S&P div yield,1,1,01-Jul-2007,0.0480132235375915,0.0709715978970755,0.022958374359484,1.47816773521796,47.8167735217964,1.92767513573559,1.890644023648,1.9210245233287,1,5.00526310013077,5,01-Jul-2007,0.0480132235375915,0.0709715978970754,1.47816773521796,47.8167735217962,0.249272890422095,0
S&P PE ratio,1,1,01-Nov-2010,0.0594196324873585,0.0344978600184789,-0.0249217724688797,0.580580164742996,-41.9419835257004,0.893993829382909,0.844620655046479,5.52276455537849,1,4.59300179620351,5,01-Aug-2011,0.0583143735440414,0.0341667035900335,0.585905352549649,-41.4094647450351,0.296354589138632,0
FEDFUNDS,1,1,01-Dec-2008,0.185457070612366,0.0813370306480264,-0.104120039964339,0.438576056331838,-56.1423943668162,11.928845300118,11.1082663002241,6.87894745257353,1,7.44189184145926,5,01-Dec-2008,0.185457070612366,0.0813370306480262,0.438576056331836,-56.1423943668164,0.085773508658351,0
CP3Mx,1,1,01-Feb-2009,0.196449977986411,0.0880034126327503,-0.108446565353661,0.447968554309726,-55.2031445690274,13.7462781889223,12.8534148944255,6.49530936465629,1,7.86315407009857,5,01-May-2009,0.194721713577305,0.0874513588705146,0.449109435531936,-55.0890564468064,0.0709345677345847,0
TB3MS,1,1,01-Feb-2009,0.208751560179166,0.0855629345427605,-0.123188625636405,0.409879257761351,-59.0120742238649,12.3544180586847,11.1980030285835,9.3603359106687,1,11.6775480950342,5,01-Feb-2009,0.208751560179166,0.0855629345427602,0.409879257761348,-59.0120742238652,0.0121602638833929,1
TB6MS,1,1,01-Dec-2008,0.204044040631354,0.0911186184172019,-0.112925422214152,0.446563487643463,-55.3436512356537,11.1737091992338,10.208469463347,8.63848985753989,1,10.9554470665483,5,01-Feb-2009,0.202707203827654,0.0908094718439166,0.447983446711272,-55.2016553288728,0.0170607609341464,1
GS1,1,1,01-Dec-2008,0.217489530423955,0.108970514599882,-0.108519015824073,0.501037978184349,-49.8962021815651,11.3385312243776,10.4471500884777,7.86152208130311,1,10.7242401292577,5,01-Feb-2009,0.216286933626698,0.108624104637404,0.502222223118133,-49.7777776881867,0.0190070586979371,1
GS5,1,1,01-Aug-2011,0.257331524244343,0.175892636064732,-0.081438888179611,0.683525411747522,-31.6474588252478,10.7196568334907,10.1830329449105,5.00598010659858,1,12.380213239958,5,01-Aug-2011,0.257331524244343,0.175892636064731,0.683525411747521,-31.6474588252479,0.00873265593673211,1
