series_name,include_main_2007,uv2007_nobs,uv2007_mean_pre84,uv2007_mean_post84,uv2007_ratio_post_pre84,uv2007_pct_change_post84,uv2007_break_found,uv2007_break_date,uv2007_mu1,uv2007_mu2,uv2007_delta,uv2007_ratio_break,uv2007_pct_change_break,uv2007_ssr_nobreak,uv2007_ssr_best,uv2007_ssr_gain_pct,uv2007_supw_found,uv2007_supw_stat,uv2007_supw_hac_lag,uv2007_supw_break_date,uv2007_supw_mu1,uv2007_supw_mu2,uv2007_supw_ratio,uv2007_supw_pct_change,uv2007_hansen_pval,uv2007_hansen_sig5
IPNCONGD,1,586,0.00759100976090079,0.00671427162211856,0.88450309426579,-11.549690573421,1,01-Sep-1975,0.00806875539593329,0.00669289098741048,-0.00137586440852281,0.829482449149932,-17.0517550850068,0.0184825889540323,0.0182338076740381,1.34603047556222,1,5.20027757966717,5,01-Sep-1975,0.00806875539593329,0.00669289098741047,0.829482449149932,-17.0517550850068,0.229466146284216,0
IPBUSEQ,1,586,0.0126925865903307,0.00903431555023366,0.711778918027323,-28.8221081972677,1,01-Oct-1982,0.0128379234341323,0.00906722989103395,-0.00377069354309838,0.70628477709462,-29.371522290538,0.0488191834723375,0.0467381927618593,4.26264956204634,1,14.5197135879669,5,01-Jan-1984,0.0127219372688012,0.00899099107670477,0.706731285238603,-29.3268714761397,0.00316052955864088,1
IPMAT,1,586,0.0126591094720833,0.00554403155466196,0.437947990487643,-56.2052009512357,1,01-Jan-1984,0.0126919302413139,0.00548504727620421,-0.00720688296510969,0.432168092001456,-56.7831907998544,0.0681469792974896,0.0605410828555916,11.161017730067,1,35.0421175031685,5,01-Jan-1984,0.0126919302413139,0.00548504727620421,0.432168092001456,-56.7831907998544,1.37380059883618e-07,1
IPDMAT,1,586,0.0189186296613644,0.00837721058128627,0.442802186587234,-55.7197813412766,1,01-Feb-1984,0.0189539878465253,0.00826640535852952,-0.0106875824879958,0.436130139233203,-56.3869860766798,0.172547338963326,0.155823012704357,9.69260167061975,1,28.9563866575848,5,01-Feb-1984,0.0189539878465253,0.00826640535852953,0.436130139233203,-56.3869860766797,2.79006438119733e-06,1
IPNMAT,1,586,0.0106392771111839,0.00674291744016411,0.633775901285249,-36.6224098714751,1,01-Jan-1984,0.0106505056299288,0.00671764327021378,-0.00393286235971507,0.630734680927882,-36.9265319072118,0.0442076417590077,0.041942616946219,5.12360470421884,1,15.3292623875066,5,01-Jan-1984,0.0106505056299288,0.00671764327021377,0.630734680927881,-36.9265319072119,0.00214572654008749,1
IPMANSICS,1,586,0.0101113341233839,0.00562409209522235,0.556216620536336,-44.3783379463664,1,01-Feb-1984,0.0101398537335617,0.00556279710532844,-0.00457705662823327,0.54860723354581,-45.139276645419,0.0367651991862172,0.0336978568909321,8.34305909713384,1,28.2619654033211,5,01-Feb-1984,0.0101398537335617,0.00556279710532844,0.54860723354581,-45.139276645419,3.92931431059118e-06,1
IPB51222S,1,586,0.0209317511685933,0.0347064972975696,1.65807901202477,65.807901202477,1,01-Aug-1973,0.0139202434001318,0.033521870675529,0.0196016272753972,2.40813825677873,140.813825677873,0.403628707055339,0.356624892738473,11.645310032525,1,125.529753399622,5,01-Jun-1971,0.0125869557092819,0.0328088210615688,2.60657317141227,160.657317141227,0,1
IPFUELS,1,586,0.0185863541091042,0.0164802151993753,0.886683590694247,-11.3316409305753,1,01-Nov-1986,0.0192418141088333,0.0153261320304018,-0.00391568207843151,0.796501408012566,-20.3498591987434,0.148488819317098,0.146284462039497,1.48452744640212,1,7.13483075197845,5,01-Nov-1992,0.0187976216266464,0.0147624239952561,0.785334670974004,-21.4665329025996,0.0984292524627128,0
CUMFNS,1,586,0.810857928092066,0.446329020398345,0.550440471672453,-44.9559528327547,1,01-Feb-1984,0.813901020176433,0.440587812563738,-0.373313207612695,0.541328492828563,-45.8671507171437,234.321564589116,213.916574770141,8.70811436188341,1,30.6303335413817,5,01-Feb-1984,0.813901020176433,0.440587812563738,0.541328492828563,-45.8671507171437,1.22091237098054e-06,1
HWI,1,586,87.0716865263181,163.489336754901,1.87764063471407,87.7640634714071,1,01-Oct-1995,98.4440146023145,203.540583186547,105.096568584232,2.06757702851506,106.757702851506,8112826.6662913,6901991.60161844,14.9249468092775,1,64.7420587742522,5,01-May-1969,61.8642451823612,141.302352943464,2.28407139741118,128.407139741118,4.89608353859694e-14,1
HWIURATIO,1,586,0.033060709385425,0.0280269165186928,0.847740929934451,-15.2259070065549,1,01-Jan-1975,0.0380301249410888,0.02698756833036,-0.0110425566107288,0.709636593941397,-29.0363406058603,0.447057066510481,0.43135806194951,3.51163324259927,1,7.26737993880893,5,01-Jan-1975,0.0380301249410889,0.02698756833036,0.709636593941394,-29.0363406058605,0.0927602628107529,0
CLF16OV,1,586,0.00306861807461268,0.00198206625586009,0.645914938798716,-35.4085061201284,1,01-Oct-1983,0.00308167613544577,0.00197623148907013,-0.00110544464637564,0.64128461337624,-35.871538662376,0.00329893866970963,0.00311993328535015,5.42615071941421,1,33.5357230542644,5,01-Oct-1983,0.00308167613544577,0.00197623148907013,0.64128461337624,-35.871538662376,2.89926886387626e-07,1
CE16OV,1,586,0.00341684196490545,0.00228217677624561,0.667919909579065,-33.2080090420935,1,01-Aug-1984,0.003423165244184,0.00224284732992948,-0.00118031791425451,0.655196921545085,-34.4803078454915,0.00425071301758197,0.00404701826596442,4.79201373451983,1,21.8282231928741,5,01-Aug-1984,0.003423165244184,0.00224284732992949,0.655196921545085,-34.4803078454915,9.2309922061995e-05,1
UNRATE,1,586,0.191406220027112,0.13138975223898,0.686444527353235,-31.3555472646765,1,01-Jul-1984,0.192747274441769,0.128439087217673,-0.0643081872240964,0.66636006962825,-33.363993037175,13.9312656014951,13.3264248028266,4.34160697218786,1,20.1588788121148,5,01-May-1991,0.181810739644203,0.123208773721604,0.677675994073395,-32.2324005926605,0.000208178317945618,1
UEMPMEAN,1,586,0.475970567630301,0.46153429749728,0.969669826004381,-3.03301739956193,1,01-Jun-1966,0.601716195098311,0.445401770410432,-0.156314424687878,0.740219016936482,-25.9780983063518,97.2212746592305,95.3939634766473,1.87953839217608,1,4.65867605279007,5,01-Jun-1966,0.601716195098312,0.445401770410432,0.74021901693648,-25.978098306352,0.288354959727085,0
UEMPLT5,1,586,0.054098851800494,0.043772144299563,0.809114109500625,-19.0885890499375,1,01-Apr-1970,0.0607280694000459,0.0455537037504762,-0.0151743656495698,0.750125999402209,-24.9874000597791,1.00493224639461,0.981132808115093,2.36826297144961,1,8.32344418593121,5,01-Sep-1980,0.0558448127045027,0.0436208834995571,0.781108958684716,-21.8891041315284,0.0575606856271451,0
UEMP5TO14,1,586,0.0606475462347723,0.0465852499895793,0.768130829386624,-23.1869170613376,1,01-Jan-1975,0.0671193478892127,0.0472651274129655,-0.0198542204762473,0.70419527154795,-29.580472845205,1.11465775477934,1.06390746487247,4.5529930321007,1,15.459171152896,5,01-Jan-1981,0.0633369861274427,0.0459191746855838,0.724997785546476,-27.5002214453524,0.0020161989923444,1
UEMP15OV,1,586,0.0598805202150314,0.0444354206956761,0.742068047106274,-25.7931952893726,1,01-Jun-1976,0.0654724772537844,0.0450357696181135,-0.0204367076356709,0.687858036034682,-31.2141963965318,1.11678117074019,1.06074358932594,5.01777634530697,1,15.865891661637,5,01-Feb-1971,0.0685609293701275,0.0469887383600355,0.685357371781907,-31.4642628218093,0.00165876506243956,1
UEMP15T26,1,586,0.086024632270769,0.0658731864407666,0.76574795732257,-23.425204267743,1,01-Feb-1971,0.100593888149216,0.06814773352521,-0.0324461546240059,0.677454016133894,-32.2545983866106,2.2194732566314,2.10512919561728,5.15185576904248,1,25.125942106112,5,01-Jul-1971,0.0997925741791171,0.0680497129495228,0.681911590208915,-31.8088409791085,1.83752717888286e-05,1
UEMP27OV,1,586,0.0834523923599166,0.0565312077398073,0.677406676323878,-32.2593323676122,1,01-Jul-1976,0.0910002120579419,0.0587022717034743,-0.0322979403544676,0.645078405598629,-35.4921594401371,2.05735625174043,1.91709436496358,6.81757895153999,1,27.0592137887235,5,01-Jan-1981,0.0869370264651631,0.056611030315733,0.651172838749182,-34.8827161250818,7.1052229074775e-06,1
CLAIMSx,1,586,0.056415366711507,0.0396087162757462,0.702090912185229,-29.7909087814771,1,01-Apr-1984,0.0563664045227087,0.0394240683154436,-0.0169423362072651,0.699424926057871,-30.0575073942129,1.09628346677728,1.05427137955829,3.83222847850641,1,18.581690575605,5,01-Apr-1985,0.0559386637041319,0.0391704013395095,0.700238417325942,-29.9761582674058,0.000447577160060386,1
PAYEMS,1,586,0.00270376723414127,0.00139256955747175,0.515047870943684,-48.4952129056316,1,01-Jul-1984,0.00270677066017942,0.00135664632374106,-0.00135012433643836,0.50120475432194,-49.879524567806,0.00203352317963404,0.00176692567841907,13.1101284649704,1,38.5265357786916,5,01-Nov-1984,0.00269572433488021,0.00134947237851255,0.500597320375682,-49.9402679624318,2.43348693418355e-08,1
USGOOD,1,586,0.00559760621766285,0.00264142154174991,0.471884130293962,-52.8115869706038,1,01-Jun-1984,0.00560435754013114,0.00257124597406963,-0.00303311156606152,0.458794064378958,-54.1205935621042,0.00979075312634995,0.00844488705106477,13.7462977353911,1,41.0784095691232,5,01-Jul-1984,0.00559784506556342,0.00256752068288491,0.458662333954126,-54.1337666045874,6.83309298032952e-09,1
CES1021000001,1,586,0.0142779776152705,0.00679618385494274,0.475990650641875,-52.4009349358125,1,01-Sep-1986,0.0141314934828016,0.00601809386967372,-0.00811339961312785,0.42586396667825,-57.413603332175,0.283570682022619,0.274089198552836,3.34360498841223,1,15.8241238562417,5,01-Aug-1989,0.0134607755838387,0.00584315643585972,0.434087649665233,-56.5912350334767,0.00169236520675808,1
USCONS,1,586,0.0106457040025514,0.00522539911837591,0.490845801942601,-50.9154198057399,1,01-Jun-1984,0.0106854998431284,0.00506717300192043,-0.00561832684120792,0.47421019852235,-52.578980147765,0.0449550144014294,0.0403371723258453,10.2721401317964,1,48.4099295881411,5,01-May-1994,0.00934155026872158,0.00445312254713714,0.476700592411045,-52.3299407588955,1.76065051427088e-10,1
MANEMP,1,586,0.00559295441517192,0.00244080756381771,0.436407555405166,-56.3592444594834,1,01-Apr-1984,0.00559679617962199,0.0023923258727285,-0.00320447030689348,0.427445594935009,-57.2554405064991,0.0109443503212871,0.00944141541794301,13.7325182329083,1,36.2098389415684,5,01-Jul-1984,0.0055760459521257,0.00238063693488397,0.426939977776981,-57.3060022223019,7.6951968464023e-08,1
DMANEMP,1,586,0.00754186390346912,0.00319176687047741,0.423206638482201,-57.6793361517799,1,01-Jun-1984,0.00752493247159452,0.00311746393817928,-0.00440746853341523,0.414284639755538,-58.5715360244462,0.022857310374182,0.02001544489427,12.433070354253,1,37.3710004625178,5,01-Jul-1984,0.00751703601680431,0.00311034988187181,0.413773444070061,-58.6226555929939,4.32231742619749e-08,1
NDMANEMP,1,586,0.00350788635190405,0.00208926265820521,0.595590178419315,-40.4409821580685,1,01-Apr-1984,0.00350879280703434,0.00206831813628922,-0.00144047467074512,0.589467161509995,-41.0532838490005,0.00405173150354515,0.00374803561033912,7.49545948294709,1,17.4840062629165,5,01-Apr-1984,0.00350879280703434,0.00206831813628922,0.589467161509995,-41.0532838490005,0.000761029439217742,1
SRVPRD,1,586,0.00188185515851537,0.00131828894428209,0.700526253743201,-29.94737462568,1,01-Nov-1984,0.00188756913084325,0.00128953498830419,-0.000598034142539062,0.683172323192265,-31.6827676807735,0.00113472775384553,0.00108248902617122,4.60363532109537,1,14.3640069750608,5,01-May-1985,0.00188088224339178,0.00128406696133731,0.682693967604139,-31.7306032395861,0.00340440273167653,1
USTPU,1,586,0.00253044436995652,0.00187899406366021,0.742554978077822,-25.7445021922178,1,01-Nov-1984,0.00257225470736093,0.00180648378341753,-0.000765770923943398,0.702295841173108,-29.7704158826892,0.00230479359010242,0.0022191414187622,3.71626212898409,1,11.0734297609675,5,01-Nov-1984,0.00257225470736093,0.00180648378341753,0.702295841173108,-29.7704158826892,0.016144505412234,1
USWTRADE,1,586,0.00265793068794238,0.00210567624997277,0.792223912957965,-20.7776087042035,1,01-Dec-1992,0.00262649861054949,0.00184522038397718,-0.000781278226572318,0.702540019083099,-29.7459980916901,0.00202321590261939,0.00194709352144627,3.76244478281199,1,8.51476204557195,5,01-Dec-1992,0.0026264986105495,0.00184522038397718,0.702540019083099,-29.7459980916901,0.0527528272422324,0
USTRADE,1,586,0.00307158949002803,0.00229057248941235,0.745728716955419,-25.4271283044581,1,01-Apr-1968,0.00370727880190672,0.00245213839657431,-0.00125514040533241,0.661438895643115,-33.8561104356885,0.00390591745645447,0.0037651550629281,3.6038240719542,1,16.9679852263671,5,01-Jan-1992,0.00301840654106671,0.00200391602752754,0.66389864992121,-33.610135007879,0.000976139334384674,1
USFIRE,1,586,0.00158378399336885,0.00199511636182477,1.25971494230155,25.971494230155,1,01-Jun-1966,0.000872548644922263,0.00194734309533392,0.00107479445041166,2.23178742717251,123.178742717251,0.00104584378376107,0.000959453434545197,8.2603492564818,1,64.8485638435882,5,01-Jun-1966,0.000872548644922253,0.00194734309533392,2.23178742717254,123.178742717254,4.64073224293315e-14,1
USGOVT,1,586,0.00282788080409877,0.00183192195140512,0.647807343488421,-35.2192656511579,1,01-Jul-1982,0.00288274488461859,0.00183688750507634,-0.00104585737954225,0.63720085494814,-36.279914505186,0.00411737257012483,0.00395739707113458,3.88537826649483,1,13.3110086847229,5,01-Jul-1982,0.00288274488461859,0.00183688750507634,0.637200854948139,-36.2799145051861,0.00561985397572984,1
CES0600000007,1,586,0.563220546468277,0.489479293578987,0.869072154146912,-13.0927845853088,1,01-Mar-1993,0.47296588890693,0.651789326753448,0.178823437846518,1.37808950294449,37.8089502944485,116.217754674481,112.267293134396,3.39918935032756,1,15.193141992461,5,01-Aug-2000,0.559599600080217,0.342376801799393,0.611824600572112,-38.8175399427888,0.00229030482152959,1
AWOTMAN,1,586,0.130521857326544,0.0995979562714529,0.763074923323191,-23.6925076676809,1,01-May-1996,0.125501749085516,0.0825931154551298,-0.0429086336303858,0.658103301802206,-34.1896698197794,10.6737627946789,10.4785473934103,1.82892767081048,1,14.1254411404386,5,01-May-1996,0.125501749085515,0.0825931154551297,0.658103301802206,-34.1896698197794,0.00381466134509778,1
AWHMAN,1,586,0.643780077962137,0.57287464755147,0.889860788120198,-11.0139211879802,1,01-Mar-1993,0.550192952226755,0.744663526931059,0.194470574704304,1.35345886187244,35.3458861872436,159.878329247189,155.206287082004,2.92224855437519,1,8.82695163416475,5,01-Aug-2000,0.644062634729932,0.410126927636747,0.636781122706678,-36.3218877293322,0.0457337155201456,1
HOUST,1,586,0.228329427125636,0.178542963850903,0.781953364918929,-21.8046635081071,1,01-Nov-1970,0.13712040157825,0.225008014044868,0.0878876124666176,1.64095212276973,64.0952122769731,16.8793538288454,16.0522941641495,4.89983013024178,1,15.79649963308,5,01-Jun-1966,0.115577602690145,0.219461272762584,1.8988218102338,89.8821810233798,0.00171495765450269,1
HOUSTNE,1,586,0.359135496900322,0.324031689420599,0.902254698344491,-9.77453016555086,1,01-Oct-1997,0.38079346422914,0.193896206779567,-0.186897257449573,0.509189954644,-49.0810045356,26.8349290486894,23.460610709533,12.5743516334031,1,59.1715359209809,5,01-Sep-1998,0.378184432565339,0.186539632080112,0.493250424970582,-50.6749575029418,8.03357380618763e-13,1
HOUSTMW,1,586,0.32326613960638,0.186420801975044,0.576679024292604,-42.3320975707396,1,01-Nov-1985,0.321599705871215,0.176562245233411,-0.145037460637804,0.549012458687122,-45.0987541312878,29.114157184985,26.0605465105369,10.4884048507607,1,19.5277477808198,5,01-Nov-1985,0.321599705871215,0.176562245233411,0.549012458687123,-45.0987541312877,0.000282891526026341,1
