series_name,include_main_hist,uv_nobs_hist,uv_mean_pre84,uv_mean_post84,uv_ratio_post_pre84,uv_pct_change_post_pre84,uv_break_found_hist,uv_break_date_hist,uv_mu1_hist,uv_mu2_hist,uv_delta_hist,uv_ratio_break_hist,uv_pct_change_break_hist,uv_ssr_nobreak_hist,uv_ssr_best_hist,uv_ssr_gain_pct_hist,uv_supw_found_hist,uv_supw_stat_hist,uv_supw_hac_lag_hist,uv_supw_break_date_hist,uv_supw_mu1_hist,uv_supw_mu2_hist,uv_supw_ratio_hist,uv_supw_pct_change_hist,uv_hansen_pval_hist,uv_hansen_sig5_hist
ACOGNO,0,NaN,NaN,NaN,NaN,NaN,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,0
AMDMNOx,1,490,0.033756093857206,0.0329750619889782,0.976862492694454,-2.31375073055461,1,01-Feb-1993,0.0341075302295984,0.0301787260689643,-0.00392880416063407,0.884811238627162,-11.5188761372838,0.349796444887929,0.348742546603544,0.301289021025628,1,1.22200310204587,5,01-Feb-1993,0.0341075302295984,0.0301787260689643,0.884811238627162,-11.5188761372838,0.968000760700602,0
ANDENOx,0,NaN,NaN,NaN,NaN,NaN,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,0
AMDMUOx,1,490,0.0122984598744308,0.00759529451879875,0.617580948862534,-38.2419051137466,1,01-Apr-1979,0.0132606490709048,0.00771838917351114,-0.00554225989739367,0.582052140301794,-41.7947859698206,0.0315117868530592,0.0277495620519739,11.9391033540203,1,23.3819894249428,5,01-Jun-1979,0.0132276031333596,0.00770610742134138,0.582577761341116,-41.7422238658884,4.31970072997112e-05,1
BUSINVx,1,490,0.0051438306273055,0.00408936750151003,0.795004306674105,-20.4995693325895,1,01-Dec-1972,0.00353255540967748,0.00534449348524847,0.00181193807557099,1.51292559222345,51.2925592223453,0.013562544315297,0.0132021783887406,2.65706727424253,1,13.7156506943291,5,01-Aug-1993,0.00500049878835567,0.00326070511641735,0.652075973702932,-34.7924026297068,0.00463668392175964,1
ISRATIOx,1,490,0.0181829347351997,0.0138884351211091,0.763817025324463,-23.6182974675537,1,01-Feb-1987,0.0186042131898521,0.0119096004061829,-0.00669461278366922,0.640156091775982,-35.9843908224018,0.130093590160787,0.12536082622265,3.63796858268536,1,20.5561639654404,5,01-Mar-1992,0.0179440553022312,0.0103366036489964,0.576046131986181,-42.3953868013819,0.000171592108014762,1
M1SL,1,490,0.00422918295526086,0.00441686865235904,1.04437871311874,4.4378713118738,1,01-Dec-1977,0.00353622657835749,0.004958894300045,0.00142266772168751,1.40231237737835,40.2312377378349,0.00803793220515113,0.00779148537180026,3.06604767321781,1,16.9763440451334,5,01-Jan-1966,0.00300985988443475,0.0045663806671071,1.5171406120005,51.7140612000504,0.000972214288166517,1
M2SL,1,490,0.00226711910066049,0.00203817681111432,0.899016205421464,-10.0983794578536,1,01-Apr-1966,0.00151348846584692,0.0023187411674949,0.000805252701647985,1.53205076868384,53.2050768683844,0.00209080104560758,0.00204482325294831,2.19905154322809,1,16.7586074935415,5,01-Apr-1966,0.00151348846584692,0.0023187411674949,1.53205076868384,53.2050768683837,0.0010797587104252,1
M2REAL,1,490,0.00493875588881516,0.00362257852616487,0.733500219026607,-26.6499780973393,1,01-Mar-1983,0.00505142187674229,0.00351951945030872,-0.00153190242643357,0.696738371133335,-30.3261628866665,0.00572424544604662,0.00544604358668441,4.86006167947162,1,14.0128066789181,5,01-Apr-1993,0.0047040127632819,0.0029829887368124,0.634137041484392,-36.5862958515608,0.00402501318803816,1
BOGMBASE,1,490,0.0114502085692808,0.01165291077847,1.01770292724039,1.77029272403881,1,01-May-1992,0.0123511733538399,0.00792750390032768,-0.00442366945351219,0.641842169421344,-35.8157830578656,0.0454054723682253,0.0439554204769706,3.19356195547362,1,21.6160365968316,5,01-May-1992,0.0123511733538399,0.00792750390032768,0.641842169421344,-35.8157830578656,0.000102378822135818,1
